"ProbeSet","Chr","Mb"
"10528880","5","29.558642"
"10528901","5","29.606403"
"10528903","5","29.799801"
"10528909","5","29.808065"
"10528911","5","30.045865"
"10528913","5","30.062177"
"10528915","5","30.385367"
"10528922","5","30.423267"
"10528925","5","30.430388"
"10528929","5","30.444844"
"10528951","5","30.519964"
"10528970","5","30.547454"
"10528972","5","30.672449"
"10529018","5","30.787957"
"10529026","5","30.879655"
"10529028","5","31.208258"
"10529034","5","31.235516"
"10529041","5","31.257415"
"10529052","5","31.338409"
"10529068","5","31.388479"
"10529077","5","31.440362"
"10529082","5","31.443308"
"10529091","5","31.453963"
"10529093","5","31.458378"
"10529118","5","31.48994"
"10529133","5","31.501354"
"10529142","5","31.505041"
"10529154","5","31.543048"
"10529156","5","31.55565"
"10529206","5","31.594619"
"10529215","5","31.706412"
"10529218","5","31.816942"
"10529226","5","31.926399"
"10529235","5","32.433517"
"10529237","5","32.913597"
"10529239","5","33.078514"
"10529252","5","33.131924"
"10529260","5","33.171328"
"10529264","5","33.556167"
"10529273","5","33.590372"
"10529285","5","33.773665"
"10529287","5","33.943"
"10529299","5","33.977783"
"10529305","5","33.995865"
"10529311","5","34.065763"
"10529313","5","34.082329"
"10529330","5","34.240571"
"10529344","5","34.349847"
"10529375","5","34.518613"
"10529385","5","34.537521"
"10529402","5","34.838736"
"10529410","5","34.976295"
"10529425","5","34.981185"
"10529445","5","35.434155"
"10529454","5","35.721801"
"10529457","5","35.844984"
"10529468","5","35.899987"
"10529480","5","35.923876"
"10529485","5","35.994675"
"10529497","5","36.03983"
"10529515","5","36.359832"
"10529544","5","36.798417"
"10529547","5","36.818619"
"10529549","5","36.833253"
"10529567","5","36.94314"
"10529577","5","37.138409"
"10529581","5","37.186106"
"10529584","5","37.198124"
"10529605","5","37.357345"
"10529613","5","37.690412"
"10529636","5","37.838064"
"10529651","5","38.21173"
"10529656","5","38.528432"
"10529661","5","38.591283"
"10529671","5","38.740545"
"10529689","5","38.918052"
"10529706","5","38.9663"
"10529708","5","39.062651"
"10529711","5","39.097696"
"10529730","5","39.792589"
"10529732","5","40.005174"
"10529737","5","40.796984"
"10529739","5","41.812824"
"10529741","5","42.016215"
"10529752","5","42.152404"
"10529758","5","42.17982"
"10529792","5","42.244546"
"10529794","5","42.891217"
"10529797","5","43.354641"
"10529799","5","43.626241"
"10529801","5","44.135857"
"10529815","5","44.144343"
"10529817","14","19.101525"
"10529819","5","44.370097"
"10529824","5","44.38486"
"10529858","5","44.566398"
"10529873","5","44.797194"
"10529875","5","44.863372"
"10529887","5","45.3751"
"10529890","5","45.40041"
"10529895","5","45.825291"
"10529903","5","45.920944"
"10529921","5","46.048195"
"10529923","5","46.09053"
"10529935","5","48.716225"
"10529937","5","48.780741"
"10529953","5","49.316193"
"10529957","5","50.351195"
"10529977","5","51.846926"
"10529979","5","51.848876"
"10529995","5","52.541448"
"10530013","5","52.76589"
"10530017","5","52.767487"
"10530029","5","52.929103"
"10530041","5","52.998789"
"10530045","5","53.03242"
"10530059","5","53.498322"
"10530087","5","53.910774"
"10530089","5","54.089726"
"10530096","5","54.680514"
"10530098","5","55.694658"
"10530100","5","62.993687"
"10530128","5","64.041189"
"10530130","5","64.300315"
"10530140","5","64.381627"
"10530142","5","65.158306"
"10530145","5","65.315925"
"10530151","5","65.344218"
"10530156","5","65.454457"
"10530163","5","65.653097"
"10530194","5","65.779822"
"10530201","5","65.804458"
"10530215","5","65.839803"
"10530223","5","65.928621"
"10530225","5","66.006509"
"10530257","5","66.154837"
"10530259","5","66.379167"
"10530269","5","66.409841"
"10530278","5","66.46213"
"10530280","5","66.566202"
"10530283","5","66.589144"
"10530287","5","66.693111"
"10530306","5","67.485636"
"10530310","5","67.789475"
"10530319","5","68.009379"
"10530360","5","69.500524"
"10530369","5","69.777305"
"10530371","5","69.907914"
"10530380","5","69.964349"
"10530391","5","70.94208"
"10530393","5","71.142286"
"10530406","5","71.352296"
"10530417","5","71.834062"
"10530421","5","71.960973"
"10530434","5","72.548239"
"10530441","5","72.691264"
"10530465","5","72.809952"
"10530467","5","72.90454"
"10530477","5","72.915886"
"10530492","5","72.947674"
"10530496","5","72.968353"
"10530499","5","72.972878"
"10530503","5","72.994935"
"10530516","5","73.087221"
"10530536","5","73.146973"
"10530558","5","73.305535"
"10530560","5","73.357047"
"10530563","5","73.412435"
"10530592","5","73.490753"
"10530612","5","73.612147"
"10530615","5","73.713438"
"10530625","5","73.867779"
"10530627","5","73.997881"
"10530633","5","74.023988"
"10530641","5","74.396062"
"10530652","5","74.602146"
"10530666","5","74.988472"
"10530683","5","75.402449"
"10530692","5","76.329282"
"10530722","5","94.731544"
"10530726","5","95.697512"
"10530731","5","76.569177"
"10530733","5","76.639992"
"10530759","5","76.661496"
"10530763","5","76.741171"
"10530772","5","76.76252"
"10530783","5","77.084954"
"10530787","5","77.30496"
"10530806","5","77.344069"
"10530819","5","77.516013"
"10530827","5","77.634132"
"10530832","5","77.723199"
"10530841","5","77.77827"
"10530847","5","77.940293"
"10530849","5","80.179406"
"10530851","2","90.695121"
"10530854","5","83.707173"
"10530868","5","84.119015"
"10530870","5","84.486816"
"10530892","5","86.441049"
"10530910","5","86.539742"
"10530944","5","86.611011"
"10530950","5","86.660506"
"10530960","5","86.731881"
"10530974","5","86.839435"
"10530986","5","86.914901"
"10530998","5","86.950555"
"10531009","5","87.087462"
"10531022","5","87.134211"
"10531034","5","87.318792"
"10531041","5","87.345663"
"10531049","5","87.357928"
"10531051","5","87.494952"
"10531057","5","87.553985"
"10531061","5","87.669517"
"10531066","5","87.753997"
"10531073","5","87.838964"
"10531078","5","87.888515"
"10531087","5","87.942364"
"10531100","5","87.98367"
"10531111","5","88.004986"
"10531120","5","88.121649"
"10531126","5","88.94954"
"10531133","5","89.088483"
"10531144","5","89.168272"
"10531146","5","89.267488"
"10531149","5","89.846547"
"10531163","5","89.928147"
"10531166","5","90.106389"
"10531173","5","90.122064"
"10531175","5","90.123775"
"10531177","5","90.127229"
"10531179","5","90.129432"
"10531181","5","90.130664"
"10531183","5","90.131959"
"10531185","5","90.134216"
"10531187","5","90.135675"
"10531189","5","90.13633"
"10531191","5","90.136827"
"10531193","5","90.137636"
"10531195","5","90.139682"
"10531197","5","90.150679"
"10531199","5","90.192482"
"10531201","5","90.20431"
"10531203","5","90.263257"
"10531208","5","90.643753"
"10531215","5","90.656191"
"10531256","5","90.759932"
"10531259","5","90.807679"
"10531261","5","91.032102"
"10531274","5","91.786287"
"10531284","5","92.166728"
"10531286","5","92.189719"
"10531288","5","92.235602"
"10531290","5","92.377928"
"10531304","5","92.435101"
"10531323","5","92.481189"
"10531338","5","92.48509"
"10531340","5","92.552814"
"10531342","5","92.638475"
"10531348","5","92.655702"
"10531370","5","92.687119"
"10531383","5","92.713036"
"10531407","5","92.75063"
"10531415","5","92.775664"
"10531420","5","92.78856"
"10531428","5","92.844566"
"10531437","5","92.872899"
"10531453","5","93.037321"
"10531479","5","93.233246"
"10531484","5","93.470197"
"10531488","5","93.610519"
"10531495","5","93.819628"
"10531497","5","93.910853"
"10531501","5","94.064213"
"10531507","5","94.353803"
"10531512","5","94.495226"
"10531518","5","95.697512"
"10531523","5","96.160857"
"10531529","5","96.504608"
"10531544","5","97.511348"
"10531553","5","97.811228"
"10531556","5","97.884142"
"10531560","5","98.313707"
"10531579","5","98.504227"
"10531581","5","98.613188"
"10531583","5","98.982648"
"10531588","5","99.360287"
"10531610","5","99.646445"
"10531627","5","99.804043"
"10531631","5","100.268537"
"10531633","5","100.384955"
"10531645","5","100.46374"
"10531653","5","100.506891"
"10531664","5","100.649459"
"10531675","5","100.790669"
"10531707","5","100.87106"
"10531722","5","100.942203"
"10531724","5","100.982745"
"10531729","5","101.08374"
"10531737","5","101.108505"
"10531752","5","101.19117"
"10531776","5","101.233821"
"10531790","5","102.088196"
"10531794","5","102.261975"
"10531796","5","102.264604"
"10531866","5","103.337001"
"10531869","5","103.341386"
"10531887","5","104.03473"
"10531894","5","104.077606"
"10531899","5","104.291069"
"10531910","5","104.384009"
"10531919","5","104.418784"
"10531928","5","104.496481"
"10531931","5","104.508127"
"10531944","5","104.884514"
"10531946","5","105.242188"
"10531950","5","105.314891"
"10531952","5","105.364076"
"10531970","5","105.418066"
"10531972","5","105.443172"
"10531980","5","105.507413"
"10531987","5","105.544788"
"10531994","5","105.643926"
"10532019","5","105.70143"
"10532025","5","106.22634"
"10532027","6","125.11205"
"10532030","5","106.409586"
"10532032","5","106.881533"
"10532040","5","107.045758"
"10532052","5","107.270629"
"10532072","5","107.330908"
"10532085","5","107.535589"
"10532103","5","107.978042"
"10532124","5","108.145678"
"10532133","5","108.173814"
"10532150","5","108.337357"
"10532157","5","108.54668"
"10532164","5","108.862272"
"10532169","5","108.870073"
"10532180","5","108.947578"
"10532187","5","108.998433"
"10532216","5","109.075712"
"10532241","5","109.098897"
"10532248","5","109.16068"
"10532261","5","109.206254"
"10532267","5","109.271896"
"10532270","5","109.422431"
"10532275","5","109.445217"
"10532277","5","109.514877"
"10532281","5","109.644533"
"10532285","5","109.71533"
"10532289","5","109.983728"
"10532301","5","110.106308"
"10532305","5","110.167965"
"10532308","5","110.186541"
"10532310","5","110.265764"
"10532313","5","110.475251"
"10532315","5","110.475863"
"10532317","5","110.532998"
"10532330","5","110.659805"
"10532332","5","110.688174"
"10532339","5","110.703305"
"10532346","5","110.768831"
"10532368","5","110.791593"
"10532390","5","111.077438"
"10532407","5","111.093397"
"10532461","5","111.106143"
"10532463","5","111.202686"
"10532472","5","111.213506"
"10532504","5","111.258089"
"10532511","5","112.163304"
"10532517","5","112.675512"
"10532524","5","112.766564"
"10532534","5","112.782821"
"10532538","5","112.814465"
"10532542","5","112.848171"
"10532563","5","113.121128"
"10532574","5","113.204273"
"10532576","5","113.211605"
"10532578","5","113.214577"
"10532580","5","113.21901"
"10532582","5","113.220097"
"10532584","5","113.224415"
"10532586","5","113.227837"
"10532588","5","113.231386"
"10532590","5","113.232209"
"10532592","5","113.238682"
"10532594","5","113.240606"
"10532596","5","113.241006"
"10532598","5","113.246244"
"10532616","5","113.302515"
"10532618","5","113.302913"
"10532620","5","113.303346"
"10532624","5","113.303495"
"10532626","5","113.307005"
"10532628","5","113.308439"
"10532630","5","113.339498"
"10532652","5","113.487247"
"10532660","5","113.504859"
"10532669","5","113.51797"
"10532678","5","113.547232"
"10532680","5","113.672249"
"10532709","5","113.845257"
"10532711","5","114.06237"
"10532716","5","114.153709"
"10532720","5","114.192453"
"10532741","5","114.243738"
"10532744","5","114.268545"
"10532753","5","114.292445"
"10532765","5","114.378737"
"10532767","5","114.39166"
"10532784","5","114.476919"
"10532802","5","114.573943"
"10532807","5","114.704173"
"10532819","5","114.813581"
"10532828","5","114.881043"
"10532839","5","115.072159"
"10532857","5","115.119499"
"10532865","5","115.177417"
"10532888","5","115.223746"
"10532892","5","115.258208"
"10532896","5","115.271946"
"10532901","12","115.278582"
"10532903","5","115.300375"
"10532905","5","115.307081"
"10532907","5","115.39837"
"10532919","5","115.50343"
"10532921","5","115.547973"
"10532923","5","115.553186"
"10532926","5","115.560308"
"10532937","5","115.572575"
"10532944","5","115.592991"
"10532954","5","115.592992"
"10532956","5","115.618955"
"10532965","5","115.691779"
"10532984","5","115.747135"
"10532989","5","115.782824"
"10532993","5","115.795661"
"10532997","5","115.886084"
"10532999","5","115.929606"
"10533003","5","116.081061"
"10533007","5","116.098187"
"10533023","5","116.251152"
"10533026","5","116.463595"
"10533034","5","116.57559"
"10533050","5","116.8585"
"10533055","5","116.889284"
"10533071","5","117.541689"
"10533085","5","117.732663"
"10533088","5","117.768754"
"10533090","5","117.829154"
"10533095","5","118.515008"
"10533106","5","118.640754"
"10533120","5","120.571105"
"10533122","5","120.908211"
"10533131","5","120.933291"
"10533145","5","120.984166"
"10533176","5","121.059067"
"10533180","5","121.076661"
"10533182","5","121.130212"
"10533198","5","121.180342"
"10533213","5","121.203107"
"10533229","5","121.236328"
"10533237","5","121.250208"
"10533246","5","121.326151"
"10533256","5","121.346263"
"10533261","5","121.390508"
"10533285","5","121.58055"
"10533304","5","121.821739"
"10533316","5","121.89476"
"10533320","5","121.950106"
"10533323","5","121.968613"
"10533327","5","121.97506"
"10533345","5","122.017696"
"10533360","5","122.048298"
"10533367","5","122.071036"
"10533386","5","122.265657"
"10533401","5","122.308562"
"10533403","5","122.310225"
"10533428","5","122.558065"
"10533444","5","122.689186"
"10533446","5","122.691524"
"10533462","5","122.775407"
"10533474","5","122.814589"
"10533483","5","122.892711"
"10533504","5","123.000215"
"10533526","5","123.147205"
"10533529","5","123.183188"
"10533549","5","123.237468"
"10533569","5","123.320677"
"10533594","5","123.485798"
"10533603","5","123.553053"
"10533612","5","123.621816"
"10533626","5","123.70549"
"10533628","5","123.930249"
"10533633","5","123.961339"
"10533644","5","123.979111"
"10533659","5","124.029079"
"10533687","5","124.149162"
"10533703","5","124.178439"
"10533720","5","124.313586"
"10533725","5","124.326987"
"10533729","5","124.45465"
"10533734","5","124.511542"
"10533751","5","124.568699"
"10533781","5","124.705029"
"10533807","5","124.79545"
"10533812","5","124.824538"
"10533844","5","124.913269"
"10533849","5","124.943089"
"10533858","5","125.020223"
"10533869","5","125.314802"
"10533875","5","125.497529"
"10533929","5","125.75746"
"10533945","5","125.866341"
"10533961","5","125.894773"
"10533989","5","126.328319"
"10533991","5","126.506308"
"10533993","5","128.076028"
"10534002","5","128.263861"
"10534014","5","129.085003"
"10534021","5","129.266698"
"10534041","5","129.490439"
"10534053","5","129.633877"
"10534056","5","130.061206"
"10534059","17","130.128865"
"10534061","5","130.16047"
"10534066","5","130.174146"
"10534075","5","130.27144"
"10534085","5","130.339297"
"10534096","5","130.35703"
"10534102","5","130.464881"
"10534120","5","130.487134"
"10534140","5","130.698013"
"10534142","5","130.721602"
"10534148","5","130.854721"
"10534152","5","131.350591"
"10534168","5","131.913658"
"10534190","5","134.623924"
"10534202","5","134.696129"
"10534216","5","134.713712"
"10534253","5","134.833526"
"10534281","5","134.965256"
"10534301","5","135.03411"
"10534303","5","135.076135"
"10534316","5","135.095746"
"10534324","5","135.131704"
"10534343","5","135.178466"
"10534384","5","135.377464"
"10534389","5","135.39012"
"10534395","5","135.420997"
"10534399","5","135.463303"
"10534405","5","135.528829"
"10534420","5","135.548771"
"10534426","5","135.725121"
"10534428","5","135.767574"
"10534441","5","135.852011"
"10534456","5","135.883893"
"10534489","5","136.036318"
"10534493","5","136.045807"
"10534501","5","136.119257"
"10534504","5","136.211359"
"10534519","5","136.22309"
"10534531","5","136.384279"
"10534537","5","136.436094"
"10534549","5","136.572158"
"10534551","5","136.598937"
"10534570","5","136.623329"
"10534575","5","136.656953"
"10534583","5","136.686879"
"10534585","5","136.694019"
"10534596","5","136.724005"
"10534638","5","137.090869"
"10534640","5","137.217629"
"10534654","5","137.458068"
"10534660","5","137.510864"
"10534667","5","137.537374"
"10534679","5","137.587139"
"10534684","5","137.610828"
"10534694","5","137.736943"
"10534716","5","137.749134"
"10534718","5","137.751126"
"10534728","5","137.755786"
"10534743","5","137.819865"
"10534832","5","137.924248"
"10534839","5","137.942667"
"10534842","5","137.969355"
"10534854","5","138.037866"
"10534862","5","138.046337"
"10534873","5","138.053985"
"10534883","5","138.084259"
"10534889","5","138.091711"
"10534906","5","138.126384"
"10534909","5","138.161897"
"10534912","5","138.172176"
"10534921","5","138.223134"
"10534927","5","138.26318"
"10534935","5","138.293375"
"10534940","5","138.307057"
"10534945","5","138.334161"
"10534960","5","138.395037"
"10534964","5","138.434275"
"10534966","5","138.582665"
"10534974","5","138.605817"
"10534984","5","138.606549"
"10534986","5","138.606751"
"10534988","5","138.606965"
"10534990","5","138.619845"
"10535006","5","138.700886"
"10535017","5","138.706153"
"10535021","5","138.714888"
"10535025","8","98.389029"
"10535027","5","139.003068"
"10535034","5","139.04488"
"10535043","5","139.451968"
"10535053","5","139.49326"
"10535065","5","139.74783"
"10535080","5","139.81377"
"10535084","5","139.835693"
"10535091","5","139.845241"
"10535095","5","139.94717"
"10535103","5","140.18265"
"10535124","5","140.227236"
"10535174","5","140.280906"
"10535184","5","140.299548"
"10535189","5","140.484643"
"10535208","5","140.803628"
"10535213","5","140.816253"
"10535225","5","141.039143"
"10535231","5","141.096532"
"10535247","5","141.139459"
"10535273","5","141.235898"
"10535282","5","141.348944"
"10535310","5","142.93301"
"10535312","5","142.960793"
"10535329","5","143.003683"
"10535331","5","143.038319"
"10535340","5","143.10522"
"10535342","Un","1.0"
"10535369","5","143.614295"
"10535372","5","143.633468"
"10535378","5","143.635756"
"10535381","5","143.664795"
"10535389","5","143.752572"
"10535410","5","143.898926"
"10535413","5","143.91884"
"10535415","5","143.926481"
"10535418","5","143.933865"
"10535426","5","143.977995"
"10535435","5","144.011945"
"10535449","5","144.062887"
"10535458","5","144.078168"
"10535467","5","144.158927"
"10535471","5","144.266346"
"10535477","5","144.471194"
"10535497","5","144.65161"
"10535502","5","144.663573"
"10535508","5","144.748778"
"10535524","5","144.780676"
"10535532","5","144.956186"
"10535559","5","145.025394"
"10535575","5","145.484496"
"10535577","5","145.496784"
"10535586","5","145.637364"
"10535608","5","145.744613"
"10535623","5","145.790596"
"10535626","5","145.796227"
"10535629","5","145.889639"
"10535637","5","145.908395"
"10535647","5","145.944575"
"10535653","5","145.955815"
"10535659","5","146.197178"
"10535669","5","146.319631"
"10535683","5","146.505626"
"10535698","5","146.585559"
"10535704","5","146.666183"
"10535714","5","146.788772"
"10535720","5","146.994022"
"10535725","5","147.02078"
"10535732","5","147.393726"
"10535739","5","147.546385"
"10535747","5","147.707368"
"10535750","5","147.76315"
"10535759","5","147.828674"
"10535771","5","148.112476"
"10535776","5","148.12656"
"10535780","5","148.142322"
"10535807","5","148.373772"
"10535841","5","148.690017"
"10535849","5","148.994475"
"10535852","5","149.139902"
"10535866","5","149.316218"
"10535881","5","149.564909"
"10535883","5","149.687642"
"10535894","5","149.858798"
"10535898","5","149.967022"
"10535900","5","150.059528"
"10535902","5","150.092702"
"10535904","5","150.416862"
"10535927","5","150.46334"
"10535931","5","151.309644"
"10535936","5","151.349888"
"10535938","5","151.374219"
"10535946","5","151.445699"
"10535954","5","151.810033"
"10535956","5","151.840203"
"10535972","5","152.171439"
"10535974","5","152.315753"
"10535979","5","152.4454"
"10535989","5","95.380099"
"10535994","5","94.863106"
"10536002","5","95.111643"
"10536006","5","95.200554"
"10536010","Un","1.0"
"10536021","5","94.64702"
"10536025","5","94.743494"
"10536029","5","94.806342"
"10536033","5","94.874843"
"10536037","5","94.963843"
"10536041","5","94.810361"
"10536044","Un","1.0"
"10536048","5","95.619952"
"10536052","5","95.711647"
"10536056","5","95.734966"
"10536061","7","48.854631"
"10536068","7","48.888901"
"10536079","7","48.923349"
"10536083","7","48.974726"
"10536085","5","94.731544"
"10536090","Un","1.0"
"10536095","Un","1.0"
"10536103","5","95.39205"
"10536107","5","95.207304"
"10536111","5","95.023796"
"10536114","Un","1.0"
"10536118","Un","1.0"
"10536122","Un","1.0"
"10536126","5","94.731544"
"10536136","5","95.697512"
"10536141","7","48.923976"
"10536143","5","94.744256"
"10536147","5","94.64702"
"10536151","5","94.509394"
"10536155","5","94.281128"
"10536159","5","94.648002"
"10536163","Un","1.0"
"10536170","6","3.150673"
"10536172","6","3.157869"
"10536176","6","3.4484"
"10536209","6","3.943817"
"10536216","6","3.953987"
"10536220","6","4.455697"
"10536273","6","4.551066"
"10536294","6","4.697306"
"10536297","6","4.85332"
"10536324","6","5.333386"
"10536334","6","5.675808"
"10536353","6","6.81339"
"10536359","6","6.906011"
"10536363","6","7.505071"
"10536369","6","7.795264"
"10536376","6","8.159229"
"10536390","6","8.209444"
"10536401","6","8.899815"
"10536405","6","8.901602"
"10536407","6","11.875881"
"10536425","6","12.692899"
"10536427","6","12.807505"
"10536429","6","13.019842"
"10536440","6","13.213695"
"10536442","6","13.956007"
"10536444","6","14.851349"
"10536472","6","15.670694"
"10536481","6","16.187625"
"10536483","6","17.015193"
"10536494","6","17.231309"
"10536499","6","17.25637"
"10536505","6","17.441241"
"10536527","6","17.587015"
"10536541","6","17.643997"
"10536563","6","18.120687"
"10536593","1","18.774552"
"10536595","6","18.798635"
"10536600","6","18.816318"
"10536607","6","19.574609"
"10536609","6","20.445437"
"10536611","6","21.166109"
"10536620","6","21.899646"
"10536635","6","21.936821"
"10536658","6","22.234834"
"10536667","6","22.825827"
"10536697","6","24.478144"
"10536711","6","24.547771"
"10536717","6","24.683295"
"10536722","6","24.698346"
"10536729","6","24.741188"
"10536738","6","24.807997"
"10536743","6","28.165576"
"10536746","6","28.37364"
"10536752","6","28.377789"
"10536762","6","28.430348"
"10536787","6","28.972619"
"10536789","6","29.010221"
"10536794","6","29.22267"
"10536799","6","29.231275"
"10536805","6","29.26914"
"10536818","6","29.298145"
"10536827","6","29.347581"
"10536845","6","29.383459"
"10536895","6","29.417783"
"10536898","6","29.476733"
"10536908","6","29.644256"
"10536917","6","29.685503"
"10536931","6","29.718533"
"10536949","6","29.867013"
"10536971","6","29.913555"
"10536973","6","29.935354"
"10536976","6","29.997988"
"10536994","6","30.329102"
"10536996","6","30.351872"
"10537007","6","30.459849"
"10537014","6","30.491642"
"10537026","6","30.518369"
"10537038","6","30.56101"
"10537051","6","30.589213"
"10537062","6","30.683506"
"10537076","6","30.691299"
"10537078","6","31.348844"
"10537098","6","32.000285"
"10537102","6","33.199124"
"10537123","6","33.979448"
"10537146","6","34.304164"
"10537157","6","34.334247"
"10537169","6","34.36236"
"10537179","6","34.426331"
"10537184","6","34.548545"
"10537204","6","34.730432"
"10537227","6","34.813146"
"10537231","6","34.869115"
"10537244","6","34.989299"
"10537246","6","35.127421"
"10537290","6","35.193467"
"10537292","6","35.202654"
"10537296","6","36.371742"
"10537298","6","36.47321"
"10537300","6","36.887048"
"10537306","6","37.480173"
"10537316","6","37.755966"
"10537318","6","37.820811"
"10537343","6","38.059353"
"10537347","6","38.234526"
"10537349","6","38.326766"
"10537353","6","38.331524"
"10537375","6","38.38395"
"10537394","6","38.484841"
"10537397","6","38.501465"
"10537406","6","38.623514"
"10537410","6","38.868985"
"10537426","6","39.068472"
"10537428","6","39.331394"
"10537437","6","39.370377"
"10537441","6","39.523875"
"10537452","6","39.542573"
"10537458","6","40.060252"
"10537463","6","40.275494"
"10537480","6","40.39294"
"10537494","6","40.421414"
"10537499","6","40.441237"
"10537501","6","40.443528"
"10537504","17","49.586524"
"10537506","6","40.521356"
"10537509","6","40.592978"
"10537545","6","40.73695"
"10537558","6","40.841295"
"10537561","6","40.914771"
"10537567","6","40.997339"
"10537624","6","41.221412"
"10537627","6","41.251575"
"10537634","6","41.252268"
"10537638","6","41.304179"
"10537642","6","41.342388"
"10537645","6","41.365309"
"10537650","6","41.40894"
"10537657","6","41.555567"
"10537676","6","41.63443"
"10537679","6","41.797553"
"10537684","6","41.810238"
"10537690","6","41.901627"
"10537696","6","41.918139"
"10537701","6","41.988393"
"10537707","6","42.090897"
"10537710","6","42.165327"
"10537712","6","42.195934"
"10537722","6","42.211958"
"10537728","6","42.215038"
"10537742","6","42.236684"
"10537770","6","42.299868"
"10537785","6","42.350237"
"10537787","6","42.355528"
"10537789","6","42.384534"
"10537791","6","42.694038"
"10537793","6","42.712053"
"10537795","6","42.74004"
"10537797","6","42.750752"
"10537799","6","42.767472"
"10537801","6","42.787882"
"10537803","6","42.846452"
"10537805","6","42.861524"
"10537807","6","42.877232"
"10537809","6","42.905499"
"10537811","6","43.017307"
"10537817","6","43.065743"
"10537819","6","43.103261"
"10537821","6","43.117059"
"10537823","6","43.123951"
"10537826","6","43.151645"
"10537828","6","43.166882"
"10537831","6","43.185577"
"10537834","6","43.222316"
"10537849","6","43.222316"
"10537851","6","45.010087"
"10537880","6","47.267489"
"10537882","6","47.404323"
"10537909","6","47.731623"
"10537911","6","47.785694"
"10537921","6","47.827554"
"10537934","6","47.870685"
"10537938","6","47.893297"
"10537955","6","48.239227"
"10537957","6","48.345585"
"10537978","6","48.398228"
"10538080","6","48.473517"
"10538082","6","48.487614"
"10538087","6","48.504951"
"10538093","6","48.539444"
"10538100","6","48.543926"
"10538106","6","48.563179"
"10538109","6","48.576763"
"10538115","6","48.597233"
"10538123","6","48.626134"
"10538126","6","48.634577"
"10538135","6","48.66862"
"10538138","6","48.689046"
"10538142","6","48.696196"
"10538148","6","48.732673"
"10538150","6","48.791508"
"10538159","6","48.810355"
"10538163","6","48.845253"
"10538169","6","48.879894"
"10538174","6","48.925142"
"10538179","6","48.93686"
"10538187","6","48.986624"
"10538201","6","49.023844"
"10538206","6","49.269352"
"10538214","6","49.317822"
"10538222","6","49.345603"
"10538247","6","49.772728"
"10538253","6","50.060248"
"10538269","6","50.150161"
"10538271","6","50.558636"
"10538273","6","51.280493"
"10538275","6","51.382669"
"10538282","6","51.420359"
"10538290","6","51.47397"
"10538299","6","52.115673"
"10538305","6","52.127497"
"10538307","6","52.212778"
"10538310","6","52.263492"
"10538318","6","52.663742"
"10538338","6","53.237315"
"10538352","6","53.383968"
"10538354","6","53.76546"
"10538356","6","53.990111"
"10538373","6","54.276877"
"10538377","6","54.395215"
"10538394","6","54.545105"
"10538408","6","54.631726"
"10538413","6","54.76691"
"10538420","6","54.987995"
"10538438","6","55.153377"
"10538459","6","55.286426"
"10538466","6","55.326337"
"10538482","6","55.401974"
"10538503","6","55.787012"
"10538519","6","55.967491"
"10538526","6","56.664921"
"10538545","6","56.747585"
"10538547","6","56.782053"
"10538558","6","56.906507"
"10538560","6","56.935336"
"10538563","6","56.952294"
"10538567","6","56.985907"
"10538569","6","57.020936"
"10538571","6","57.063419"
"10538573","6","57.087347"
"10538575","6","57.138501"
"10538578","6","57.159852"
"10538580","6","57.183433"
"10538582","6","57.208143"
"10538584","6","57.262943"
"10538586","6","57.35436"
"10538588","6","57.381695"
"10538590","6","57.435115"
"10538617","6","57.652595"
"10538629","6","57.967471"
"10538631","6","58.214415"
"10538636","6","58.257291"
"10538638","6","58.411064"
"10538640","6","58.546665"
"10538658","6","58.781883"
"10538684","6","59.158971"
"10538689","6","59.662687"
"10538695","6","59.981961"
"10538704","8","126.110145"
"10538706","6","60.894474"
"10538715","6","61.130531"
"10538732","6","63.206851"
"10538749","6","64.363638"
"10538751","6","64.679119"
"10538753","6","64.941212"
"10538755","6","64.992661"
"10538781","6","65.278267"
"10538783","6","65.331379"
"10538791","6","65.540392"
"10538802","6","65.621605"
"10538808","6","65.70793"
"10538811","6","65.729016"
"10538829","6","65.902603"
"10538832","6","66.485462"
"10538840","6","66.681386"
"10538842","6","66.846425"
"10538848","6","66.962491"
"10538850","6","66.976954"
"10538852","6","67.114918"
"10538855","6","67.155504"
"10538857","6","67.216973"
"10538868","6","67.50563"
"10538871","6","67.560201"
"10538873","6","67.741219"
"10538875","6","67.789787"
"10538878","6","67.86376"
"10538880","6","67.966766"
"10538882","6","67.999977"
"10538885","6","68.101894"
"10538887","6","68.169975"
"10538890","6","68.192378"
"10538892","6","68.193774"
"10538901","6","68.194792"
"10538903","6","68.206398"
"10538921","6","68.220521"
"10538924","6","68.252448"
"10538927","6","70.079989"
"10538929","6","70.143232"
"10538932","6","70.277372"
"10538934","6","70.374264"
"10538936","6","70.538476"
"10538939","6","70.794509"
"10538957","6","70.805438"
"10538959","6","70.906603"
"10538963","3","71.074583"
"10538965","6","71.149882"
"10538970","6","71.221713"
"10538975","6","71.243759"
"10538979","6","71.272248"
"10538993","6","71.323421"
"10539002","6","71.443888"
"10539008","6","71.493848"
"10539015","6","71.633361"
"10539017","6","71.657854"
"10539026","6","71.781325"
"10539042","6","71.859067"
"10539080","6","72.047607"
"10539091","6","72.253239"
"10539104","6","72.297328"
